Symbol	human_si_Untr._24h_1	human_si_Untr._24h_2	human_si_Untr._24h_3	human_si_Untr._72h_1	human_si_Untr._72h_2	human_si_Untr._72h_3	human_si_X1000uM_24h_1	human_si_X1000uM_24h_2	human_si_X1000uM_24h_3	human_si_X1000uM_72h_1	human_si_X1000uM_72h_2	human_si_X1000uM_72h_3
ADAM17	7.764483974	7.528200168	7.401245942	7.555599822	7.312842011	7.661146503	8.020478664	7.61513503	7.622864116	7.799552236	8.183794874	8.094109303
ADAM19	6.673893776	8.039342649	6.765328647	7.065549805	7.194311785	7.176411343	6.601190657	6.428182183	6.704583268	5.556011685	5.581949321	5.141305852
ADAM20P1	5.037067193	5.104785014	4.748518407	4.804482289	4.946973102	5.523390033	6.30128822	6.049017781	5.907390931	6.139138607	6.143653524	6.492788153
ADAM22	5.680471903	5.214393411	5.247741154	5.586485709	5.489816701	4.495114043	5.94461459	5.51426643	5.96288705	6.00207924	6.387939001	6.432404251
ADAM28	5.883261557	5.717033674	5.814980432	6.005662114	5.580676222	5.314304774	5.857555329	5.468595689	5.650586365	5.116698907	5.389264618	5.757652763
ADAM32	5.622627207	5.308363269	5.459737779	5.304536674	5.536404141	5.390172783	6.331718969	5.967289587	6.015737199	5.711565071	5.834315347	5.794109822
ADAM8	10.10744788	10.46979372	9.845399754	11.26865179	11.50226471	11.59919993	9.16856343	9.386302789	9.713930442	9.523481419	9.271780475	9.316832852
ADAM9	10.92344219	10.93922939	10.62828359	10.74005515	10.58052455	10.42112215	10.74535648	10.30928771	10.80660166	10.77513718	11.07577873	10.69152607
ADAMTS13	6.883521673	6.857052157	7.112521307	6.388770011	6.865057454	6.925723429	6.551668847	7.169275768	6.628633605	5.803046872	5.581949321	6.324819569
ADAMTS14	7.346266475	7.777185273	8.490516173	7.228527378	8.150699891	8.062037635	7.032508871	7.692485506	7.393951353	6.037910368	5.458442836	6.130180649
ADAMTS15	5.950262831	5.82135208	6.437387882	5.457362244	5.622910931	6.001074576	5.834640369	6.049017781	6.041260697	5.803046872	6.037364534	5.989854415
ADAMTS17	6.219155541	5.74413337	6.373515475	5.922678625	6.133338385	6.178623714	5.65810855	5.369013222	5.87854555	6.037910368	5.788666863	5.68052992
ADAMTS6	5.459815192	5.430201746	5.702581001	5.545497623	5.622910931	5.390172783	5.367792306	5.314086256	5.295417877	5.556011685	5.313469428	5.344776278
ADAMTS7	5.708149627	5.717033674	6.333558808	5.625727942	6.426721958	6.242755144	5.026411212	5.369013222	5.349161644	5.758335747	5.389264618	5.454735935
ADAMTS9	7.36792656	7.384889151	7.690403999	7.437357598	6.821335957	7.191595734	7.24365954	7.623064339	7.006888704	7.343629492	7.012395746	7.045578335
ADAMTSL3	6.30205117	6.330473388	6.249524949	6.057759836	5.663334225	6.038842514	6.913244954	6.671868297	6.514233307	6.037910368	5.999626877	6.587476748
ADAMTSL4	8.170161619	9.123040304	8.501708124	8.995629891	9.529743871	9.676305914	7.61183703	8.151275072	8.280521159	7.011460802	7.233933699	6.965653427
ADAMTSL4-AS1	5.761296011	5.391650354	5.548073319	5.028932371	5.388201981	5.459416468	5.857555329	6.264423576	5.87854555	5.610758843	5.458442836	5.401638268
ADAMTSL5	7.294371287	7.926592649	7.887931643	7.587627047	8.37190227	8.380880611	8.378415148	8.620447017	8.4544897	8.014215962	7.896196288	8.142196971
ADAP1	10.39484925	10.62724852	10.57385344	10.77390521	11.23624298	10.97976299	11.01922351	11.22327091	10.95739033	10.10564912	10.26405014	10.26087902
ADAP2	5.459815192	5.568902415	5.361006088	5.181710731	5.536404141	5.523390033	5.475720411	5.369013222	5.173921216	5.211053859	5.016807323	5.141305852
ADAR	11.30529137	11.16303007	11.35621192	11.2228859	11.18602321	11.25838467	11.5705044	11.5304603	11.52728717	11.67269605	11.57099662	11.64885316
ADARB1	7.396291453	7.392058022	7.635095102	7.238735023	6.948441477	7.236169048	6.06356083	6.173494255	6.114587323	6.10636831	6.177037032	6.231431417
ADAT1	7.082480094	7.053478627	7.364397007	6.893555222	6.322047028	6.961944822	7.651725534	7.787083208	7.321001656	6.944449209	7.012395746	7.096365746
ADAT2	6.933616592	7.175825416	7.171017293	6.78440098	6.806437722	6.706821821	7.142146193	6.956282029	7.086880914	5.96506886	5.740902356	5.794109822
ADAT3	5.680471903	5.600442208	5.749045627	5.457362244	6.107498688	5.835625945	6.100598113	6.465969215	6.041260697	5.803046872	5.522356808	5.896413411
ADCK1	6.36454527	6.407548521	6.736008206	6.44543385	6.406478201	6.662817675	6.376002871	6.763760982	6.407298172	6.261842455	6.359941412	6.324819569
ADCK2	7.822657958	7.998103285	7.762488245	7.579688528	8.080639626	8.141015958	6.85442577	6.943410081	6.971109626	7.121322555	6.442120032	6.77426629
ADCK5	6.933616592	7.107258096	7.320133846	6.798544195	7.171621592	7.236169048	6.884157782	7.006578329	6.704583268	6.318811781	6.177037032	6.103449645
ADCY1	6.073243142	6.314465344	6.600795047	5.663404287	5.810229909	5.742132367	5.508808646	5.713448913	5.6132839	5.211053859	4.495114043	5.216106405
ADCY10P1	5.811802196	5.391650354	5.702581001	6.057759836	5.739463005	5.742132367	5.571472997	5.51426643	5.574434916	5.367624874	5.788666863	5.68052992
ADCY3	8.020593482	8.354123544	8.833599154	7.827253122	8.127727383	8.25892599	7.117614759	7.372657337	7.141276855	6.679378371	5.522356808	6.492788153
ADCY4	6.788338687	6.407548521	6.190080309	6.98228275	6.879319287	7.145529575	7.092635555	7.722273876	7.097934559	8.420495451	8.213248294	8.764733987
ADCY6	9.631327607	9.566266589	9.820002662	9.574954796	9.489985096	9.505824291	10.18724254	10.40545848	9.911324675	9.96128677	10.28489097	10.16293394
ADCY7	5.680471903	5.600442208	5.628482171	5.028932371	5.271555237	5.523390033	5.088297482	5.909270693	5.237374367	5.497728652	5.581949321	5.639570305
ADCY9	7.7206178	7.73303073	7.844396255	7.288671182	7.818491228	7.639419708	7.366056223	7.314719066	7.592365042	6.995016279	6.568223035	6.758340977
ADD1	10.61228374	10.62724852	10.67274029	10.52448372	10.6013904	10.8906215	10.92996779	11.08633859	10.85573526	10.63686292	10.68964264	10.49279579
ADD3	9.78413408	9.784060144	9.486843696	9.673953178	9.496688264	9.870789478	9.551559052	9.199817635	9.72438278	9.800837642	9.60324127	9.83423742
ADGRA3	8.639588516	8.774712795	8.864226252	8.680454205	8.617847339	8.641402072	8.669918008	8.506202773	8.732315623	8.584521754	8.146101043	8.345658905
ADGRB2	6.16653127	6.314465344	6.347021475	6.906594076	6.879319287	7.206614345	5.857555329	5.713448913	5.754594838	6.909653713	7.095694511	7.26061683
ADGRE5	9.392793865	9.645041449	9.688277356	9.955498276	10.11875377	10.1823003	9.922116683	10.33810529	9.987051912	10.71922602	10.71161274	10.61951358
ADGRF1	7.61662188	7.793393661	7.844396255	7.800284154	7.839924832	7.88955569	8.046218379	7.765808975	7.980696523	8.461842758	8.763053216	8.523724726
ADGRF4	6.092507981	6.024213378	6.094931566	6.42682859	6.595699066	6.273584023	6.526174362	6.369280213	6.733772618	6.679378371	7.174204779	6.512294238
ADGRG1	9.722192729	10.13516018	10.44692063	10.52142103	11.02084081	10.97762702	10.48225487	10.83666088	10.66555082	11.33638243	11.4850804	11.14499215
ADGRG5	6.394648483	6.723701709	6.979215759	6.741042521	6.836069441	7.014519848	6.254173507	6.655907328	6.350211748	6.346334075	6.07389105	6.512294238
ADGRG6	9.752149287	9.955495665	9.539227692	9.340002428	9.385501971	9.413946312	9.560459308	8.973286239	9.726117488	8.825036223	9.271780475	8.768553817
ADGRG7	5.622627207	5.262950176	5.361006088	5.625727942	5.489816701	5.523390033	5.811215584	5.638749939	5.237374367	5.845910744	5.878065989	5.959578359
ADGRL1	8.320193326	8.752948499	8.935995209	8.589514316	8.969542815	8.929782178	9.123198356	9.518160767	9.285392986	9.330352233	9.121361417	9.347757523
ADGRL2	5.459815192	5.568902415	5.490192603	5.358858963	5.388201981	5.133006537	5.571472997	5.420323729	5.574434916	5.003929416	5.920101692	5.344776278
ADGRL3	6.766229665	6.824947472	7.437144662	7.006598877	6.613171497	6.790648862	6.513234226	6.30744648	6.983141318	6.290659202	6.301971632	6.324819569
ADH5	8.900615083	8.835507109	8.797777517	9.073095014	8.831245657	8.960449718	8.611027664	8.43211373	8.4544897	8.925385774	8.62783693	8.568276511
ADHFE1	6.649757801	6.407548521	6.360339203	6.755653795	6.806437722	6.770185029	6.025288648	5.748777591	6.090658713	6.261842455	6.387939001	6.231431417
ADI1	9.635717423	9.813212563	9.807696146	9.664724359	9.589488217	9.302195501	9.371077352	9.320375936	9.361065966	9.816803722	9.911009324	9.724690855
ADIPOR1	10.78416411	10.93200245	10.56258336	11.63399561	11.40534612	11.52581963	10.5633976	10.56429447	10.8008548	11.98814294	12.26241591	11.51691592
ADIPOR2	9.96009736	9.822365989	9.426638122	9.907805447	9.44909721	9.529366219	9.780799797	9.58384011	9.647742436	9.389534068	9.488074185	9.263767465
ADIRF	10.38966308	11.70752926	10.49095129	11.96261341	11.89167836	11.52508858	11.08541605	11.284379	11.14598232	10.76459724	11.03125812	10.48586863
ADK	6.466886133	6.392510565	6.654468537	6.155375863	6.054026608	5.835625945	6.460117867	6.286124623	6.407298172	6.139138607	6.331297239	6.255459514
ADM	9.594215972	9.622756656	8.89209241	10.42855965	10.28921433	10.32860818	8.752656904	9.191936482	9.464486267	10.1423057	10.20331055	10.11584212
ADM2	5.950262831	6.361879633	6.061408869	6.585214274	7.383307711	7.081596169	6.188354615	6.30744648	6.066225139	6.760660308	7.332617361	6.758340977
ADM5	5.423245053	5.689174824	5.856723009	5.699665492	6.343699982	6.242755144	6.005657988	6.44721712	6.369532981	7.264400967	7.669465349	7.677925214
ADNP	9.079026163	9.026658651	9.021910898	9.106227977	8.920477208	9.24999351	9.55453192	9.593837231	9.6348709	9.517909543	9.451647947	9.44390658
ADNP-AS1	5.811802196	5.391650354	5.205570921	5.409610578	5.440565212	5.583037304	5.630106784	5.815951513	5.574434916	5.293568379	5.313469428	5.504670408
ADNP2	8.305511363	8.096875152	8.298399767	7.948775136	8.056498255	8.438165091	8.378415148	8.291202347	8.275769586	8.692572047	8.555124573	8.439861842
ADO	7.517241271	7.771740886	7.844396255	7.49772809	7.767178437	7.388310751	7.917248011	7.524821479	7.813072753	7.915222339	7.581200444	7.742058529
ADORA2B	8.962579565	9.187263904	9.093784141	9.019020932	8.670290698	8.755815068	8.476041083	8.588724758	8.624576011	7.713541889	7.219242564	7.619307844
ADPGK	8.331106602	8.181081409	8.29195941	8.406131425	8.044272144	8.094156744	8.622432987	8.762225885	8.536117856	8.255512551	8.176335447	8.51919236
ADPRHL1	6.962802894	7.200680215	6.995594557	7.298445609	7.422026179	7.639419708	7.790715139	7.714885591	7.660080214	8.014215962	7.975888531	7.694234211
ADPRHL2	7.504308079	7.622263827	7.645314319	7.924043184	8.127727383	7.734654185	7.712208747	7.684938971	7.806466674	7.923740766	8.454103693	8.244804077
ADPRM	6.587384306	6.26514662	6.17474575	6.906594076	6.776130802	6.74940007	6.418764892	6.606816931	6.443957776	7.043764142	6.848182512	6.725902922
ADRA2A	10.42473568	11.24014859	11.43502	11.14078988	11.35217772	11.62399175	11.40057327	11.39990703	11.28478476	11.3244727	10.88767015	11.54217366
ADRA2B	5.344733606	5.74413337	5.519608274	6.288187544	6.322047028	6.332997712	5.144017055	5.369013222	5.295417877	5.367624874	4.865006106	5.551896671
ADRB1	5.950262831	6.103757223	5.793467937	5.699665492	5.997932665	5.921484333	5.508808646	5.557676529	5.786995291	5.435239099	5.637909129	5.757652763
ADRB2	5.950262831	6.084380771	6.205219999	5.801148308	5.84387851	6.001074576	5.879986941	5.189870183	5.754594838	6.139138607	6.331297239	6.302133979
ADRM1	8.586017078	9.008418655	9.315601685	9.457997378	9.840155794	9.206823841	9.023645927	9.14915842	8.935234885	10.21465788	10.46460212	9.782391604
ADSL	8.501705701	8.602811331	8.885709584	8.608941808	8.362110683	8.208535634	8.262715654	8.188891472	8.266218725	7.68366549	7.487008071	7.810887218
ADSS1	5.92838292	5.796250121	5.896888031	6.032009527	6.20762171	5.921484333	5.787251967	5.879061071	5.533861656	6.318811781	7.305132639	6.324819569
ADSS2	7.853408529	7.704715524	7.709989621	7.248867705	7.052169321	7.081596169	6.834230797	6.969032455	6.958969931	6.318811781	6.271926561	6.048063886
AEBP2	6.494662821	6.521799111	6.143468037	6.267043447	6.231388202	6.145214711	6.390420111	6.32840393	6.090658713	5.845910744	5.920101692	5.959578359
AEN	8.815328282	8.608886142	8.984580024	8.261177156	8.317198797	8.546281304	10.07066011	9.993246258	9.895997947	10.20082262	10.35882901	10.0295377
AFAP1	9.949560334	9.953116778	9.874653563	9.697675012	9.871427058	9.88225823	9.740912158	9.830346346	9.915891087	10.06039415	10.08153272	10.02157462
AFAP1-AS1	6.913802	6.723701709	7.407293668	6.308971673	6.821335957	7.065134259	6.660544233	6.778472924	6.407298172	5.610758843	5.581949321	6.206914092
AFAP1L2	6.394648483	6.377289307	6.589788704	6.223616008	6.504597278	6.770185029	6.06356083	5.909270693	6.183573212	6.10636831	6.109294688	6.255459514
AFDN	11.13911907	10.75150998	10.55724916	10.56669213	10.37654577	10.60118979	11.00137342	10.89033616	11.10059422	10.78095959	10.82265669	10.8670471
AFDN-DT	6.317974397	6.003429511	5.856723009	6.082944203	5.997932665	6.443898155	5.9653367	5.879061071	5.935489682	5.662478027	5.522356808	5.454735935
AFF1	10.47211978	10.46312341	10.20401259	10.23771483	10.16854912	10.60118979	10.09024529	10.01274513	10.41880987	10.39861586	10.43693904	10.49049043
AFF4	10.67969335	10.44292531	10.19459392	10.05912625	9.918761258	10.19706677	10.69643672	10.13685861	10.88396569	10.74447583	10.97146181	10.77249919
AFG1L	5.859972537	6.024213378	5.814980432	5.893565225	5.775457501	5.583037304	5.685318839	5.468595689	5.721124648	5.116698907	5.132349363	5.283326484
AFG3L1P	7.316850374	7.016408888	7.477891087	6.932298536	7.064595576	6.830654634	7.69051418	8.020176974	7.545336574	7.394041587	7.711604598	7.669699336
AFG3L2	8.668507439	8.264450603	8.202044418	7.930266719	7.674626132	7.583586466	8.120755342	8.178244857	7.9147798	7.223016898	6.615386838	7.121068221
AFMID	8.320193326	8.537420629	8.361254853	8.953756409	8.799018855	8.800111638	8.24433787	8.281295097	8.232278192	8.793048785	8.835632202	8.86802437
AFTPH	8.034047952	7.88692643	7.598731155	8.014646348	7.617688532	7.765021069	7.907906125	7.646587377	7.896257771	8.045737652	8.115210994	7.911709828
AGA	6.333693986	6.535384695	6.347021475	6.78440098	6.446644888	6.49588137	6.460117867	6.590032076	6.443957776	7.478096238	7.462434746	7.192611367
AGAP1	10.32230413	10.35016881	10.35614493	10.29384206	10.39459079	10.51984902	9.532084361	9.789184157	9.895997947	9.349305448	8.24922977	9.429526012
AGAP11	6.697592587	6.178202347	5.856723009	6.288187544	5.775457501	4.495114043	5.088297482	5.51426643	4.495114043	5.116698907	5.016807323	4.953933723
AGAP12P	5.592325168	5.308363269	5.395278445	5.663404287	5.739463005	5.390172783	5.571472997	5.676816184	5.574434916	5.003929416	5.016807323	5.596769117
AGAP2-AS1	5.494863372	5.430201746	5.836058434	5.978683472	6.541817085	6.178623714	5.144017055	5.369013222	5.295417877	6.171019409	5.920101692	5.92845143
AGAP3	8.405251363	8.324853687	8.596077057	8.221251975	8.484452231	8.710107304	8.041960662	8.506202773	8.33177079	7.957311886	7.614952731	7.627832827
AGAP4	7.517241271	7.39919015	7.431225388	7.603370656	7.566978624	7.321217939	7.606045119	7.862458986	7.724685962	7.863007701	7.701187356	7.661425109
AGAP5	7.301904923	6.978298524	6.97095144	6.994495351	6.961850311	7.414266853	7.19773594	7.875742527	7.521217085	6.720646562	7.111760759	7.019456273
AGAP6	7.294371287	6.948994659	7.163840274	7.088433752	6.934898081	6.770185029	7.528490515	7.599140874	7.504903437	6.909653713	6.941869631	7.192611367
AGAP9	7.403293238	7.495388269	7.685464755	7.618939731	7.658592029	7.583586466	7.606045119	7.983892385	7.57686342	7.208941584	7.558239344	7.669699336
AGBL2	5.761296011	5.717033674	5.856723009	5.734639364	5.663334225	5.583037304	5.242354157	5.314086256	5.399378359	5.662478027	5.313469428	5.344776278
AGBL5	8.145611834	8.455468971	8.674767088	9.00151344	9.290952337	9.298773673	7.879505221	8.188891472	8.317975007	8.595170415	8.358630017	8.710160253
AGER	6.394648483	6.024213378	6.386553639	6.696211125	6.934898081	6.61727949	7.182081318	7.940354111	7.064501416	8.106759348	7.821388878	8.200109965
AGFG1	9.170687761	9.152400133	8.90477359	9.549104161	9.301202556	9.349265915	9.585382034	9.400045502	9.435081769	10.27532425	10.32736524	10.01196049
AGFG2	8.373944777	8.730848979	9.043088445	9.191022477	9.516612546	9.45448191	8.678136865	8.945415017	8.483592023	9.529031818	9.017117871	9.504614119
AGGF1	7.988695239	7.993446361	8.091291166	7.744751161	7.69047969	7.606186753	8.016143024	7.558339559	8.385659318	8.20065913	7.79228394	8.037994328
AGK	8.051791418	8.135385162	8.275730262	7.948775136	8.206561251	8.029176398	7.413477059	7.437335055	7.529303157	7.317720157	6.88644555	7.293403303
AGL	7.458075905	7.288161683	7.220234118	6.499661296	6.680804214	6.850216011	6.188354615	6.349010834	6.443957776	6.399609938	6.143653524	6.368975731
AGMAT	6.252997043	6.83573505	6.347021475	6.288187544	6.466258151	6.273584023	6.601190657	6.44721712	6.269747243	5.758335747	5.228988132	5.829324458
AGMO	5.786858642	5.893258698	5.548073319	6.057759836	5.775457501	5.691943783	5.737577399	5.369013222	5.491348921	5.662478027	4.865006106	5.454735935
AGO1	9.245405373	9.084389118	9.583222635	8.741549501	8.972755038	8.898445631	9.117174252	9.415914583	9.172793274	9.386479163	9.278730598	9.560668002
AGO2	10.57240927	10.25875677	10.3947896	9.895237051	9.799184327	10.07646751	10.54334902	10.49027518	10.7117853	10.05847734	9.917698269	10.1425203
AGO3	7.801779785	7.704715524	7.690403999	7.401649866	7.249453319	7.439748182	7.998666941	7.669723494	8.043688324	7.808793471	8.043155264	7.840433828
AGO4	8.48553268	8.152172041	7.979247591	7.85371751	7.78939817	7.852391475	7.83086684	7.965396417	8.043688324	7.68366549	7.359568122	7.512752292
AGPAT1	10.33134901	10.96246993	11.06025342	11.50713264	11.9325884	11.8974577	10.65205354	10.9008356	10.70915784	11.30843854	11.42690599	11.03462372
AGPAT2	9.664645866	9.902231017	9.631003069	10.56966027	11.09920941	10.91761293	9.347267803	9.640880546	9.687462913	8.899876067	8.531988205	8.745480799
AGPAT3	10.04832861	10.31262761	10.40224702	10.23148027	10.46231444	10.5703364	10.25730253	10.53140313	10.20542386	10.57386263	10.494729	10.56029647
AGPAT4	6.033716682	6.003429511	6.026877043	6.005662114	6.026326407	6.211118545	5.879986941	6.196881687	5.848903188	6.720646562	6.905175192	6.550435381
AGPAT5	7.561589272	7.434313022	7.494996416	6.893555222	6.20762171	6.242755144	7.564818565	7.372657337	7.393951353	6.592713428	6.848182512	7.045578335
AGPS	8.099474536	7.984086453	8.10607526	7.218243605	7.171621592	6.728282902	7.302607176	6.994178306	7.183290682	7.16583079	6.905175192	6.90961978
AGR2	11.53399237	11.96668921	11.26591716	12.20454156	11.73530219	11.71077221	12.39624182	11.76513369	12.30404977	12.26273412	12.6230262	12.14024975
AGR3	6.612694513	6.26514662	6.424871108	6.178560095	6.054026608	6.001074576	7.213214483	6.733836917	6.909288575	6.740805065	6.638340408	6.820926481
AGRN	12.54652698	12.71282855	12.84903542	12.54831278	13.2161592	13.2929204	12.69079662	13.13039805	12.83097292	12.29319719	12.39967565	12.42365948
